variable_location,data_product,data_table,data_column,variable
column_name,ISRaD,interstitial,ist_time_dur,time_dur
column_name,ISRaD,interstitial,ist_temp,temperature
column_name,ISRaD,interstitial,ist_source_O2,source_O2
column_name,ISRaD,interstitial,ist_source_H2O,source_H2O
column_name,ISRaD,interstitial,ist_concentration,concentration
column_name,ISRaD,interstitial,ist_13c,13c
column_name,ISRaD,interstitial,ist_13c_sd,13c
column_name,ISRaD,interstitial,ist_18o,18o
column_name,ISRaD,interstitial,ist_2h,2h
column_name,ISRaD,interstitial,ist_rc_lab,rc_lab
column_name,ISRaD,interstitial,ist_rc_lab_number,rc_lab
column_name,ISRaD,interstitial,ist_rc_year,rc_year
column_name,ISRaD,interstitial,ist_14c,14c
column_name,ISRaD,interstitial,ist_14c_sigma,14c
column_name,ISRaD,interstitial,ist_14c_sd,14c
column_name,ISRaD,interstitial,ist_fraction_modern,fraction_modern
column_name,ISRaD,interstitial,ist_fraction_modern_sigma,fraction_modern
column_name,ISRaD,interstitial,ist_fraction_modern_sd,fraction_modern
column_name,ISRaD,metadata,entry_name,entry_name
column_name,ISRaD,metadata,doi,doi
column_name,ISRaD,metadata,compilation_doi,doi
column_name,ISRaD,metadata,curator_name,curator_name
column_name,ISRaD,metadata,curator_organization,curator_organization
column_name,ISRaD,metadata,curator_email,email
column_name,ISRaD,metadata,modification_date_y,modification_date
column_name,ISRaD,metadata,modification_date_m,modification_date
column_name,ISRaD,metadata,modification_date_d,modification_date
column_name,ISRaD,metadata,contact_name,contact_name
column_name,ISRaD,metadata,contact_email,email
column_name,ISRaD,metadata,contact_orcid_id,contact_orcid_id
column_name,ISRaD,metadata,bibliographical_reference,citation
column_name,ISRaD,metadata,metadata_note,metadata_note
column_name,ISRaD,metadata,associated_datasets,associated_datasets
column_name,ISRaD,metadata,template_version,template_version
column_name,ISRaD,site,entry_name,dataset_name
column_name,ISRaD,site,site_name,site_name
column_name,ISRaD,site,site_lat,latitude
column_name,ISRaD,site,site_long,longitude
column_name,ISRaD,site,site_datum,datum
column_name,ISRaD,site,site_elevation,elevation
column_name,ISRaD,site,site_note,site_description
column_name,ISRaD,profile,entry_name,dataset_name
column_name,ISRaD,profile,site_name,site_name
column_name,ISRaD,profile,plot_name,plot_name
column_name,ISRaD,profile,pro_name,profile_name
column_name,ISRaD,profile,pro_note,profile_note
column_name,ISRaD,profile,pro_lat,latitude
column_name,ISRaD,profile,pro_long,longitude
column_name,ISRaD,profile,pro_elevation,elevation
column_name,ISRaD,profile,pro_treatment,treatment_type
column_name,ISRaD,profile,pro_treatment_note,treatment_type
column_name,ISRaD,profile,pro_comp,composite
column_name,ISRaD,profile,pro_reps,replicate
column_name,ISRaD,profile,pro_MAT,mean_annual_temperature
column_name,ISRaD,profile,pro_MAP,mean_annual_precipitation
column_name,ISRaD,profile,pro_peatland,peatland
column_name,ISRaD,profile,pro_usda_soil_order,usda_soil_order
column_name,ISRaD,profile,pro_soil_series,soil_series
column_name,ISRaD,profile,pro_soil_taxon,soil_taxonomy
column_name,ISRaD,profile,pro_soil_taxon_sys,soil_taxonomy
column_name,ISRaD,profile,pro_chrono_name,chronosequence_name
column_name,ISRaD,profile,pro_soil_age,soil_age
column_name,ISRaD,profile,pro_soil_age_note,soil_age
column_name,ISRaD,profile,pro_MAST,mean_annual_soil_temperature
column_name,ISRaD,profile,pro_MASWC,mean_annual_water_content
column_name,ISRaD,profile,pro_land_cover,land_cover
column_name,ISRaD,profile,pro_lc_phenology,land_cover_phenology
column_name,ISRaD,profile,pro_lc_leaf_type,land_cover_morphology
column_name,ISRaD,profile,pro_lc_photosyn_path,land_cover_photosynthetic_pathway
column_name,ISRaD,profile,pro_veg_note,vegetation_note
column_name,ISRaD,profile,pro_NPP,net_primary_productivity
column_name,ISRaD,profile,pro_bedrock_depth,bedrock_depth
column_name,ISRaD,profile,pro_complete,complete_profile
column_name,ISRaD,profile,pro_depth_water,water_table_depth
column_name,ISRaD,profile,pro_thaw_depth,thaw_depth
column_name,ISRaD,profile,pro_parent_material,parent_material
column_name,ISRaD,profile,pro_parent_chem,parent_chemistry
column_name,ISRaD,profile,pro_parent_material_notes,parent_material
column_name,ISRaD,profile,pro_2d_position,2d_position
column_name,ISRaD,profile,pro_aspect,aspect_class
column_name,ISRaD,profile,pro_aspect_deg,aspect_degree
column_name,ISRaD,profile,pro_slope,slope
column_name,ISRaD,profile,pro_slope_shape,slope_shape
column_name,ISRaD,profile,pro_drainage_class,drainage_class
column_name,ISRaD,profile,pro_soc,soil_organic_carbon
column_name,ISRaD,profile,pro_soc_sigma,soil_organic_carbon
column_name,ISRaD,profile,pro_soc_depth,depth_mean
column_name,ISRaD,profile,pro_catchment_area,catchment_area
column_name,ISRaD,profile,pro_permafrost,permafrost
column_name,ISRaD,profile,pro_thermokarst,thermokarst
column_name,ISRaD,profile,pro_deforested,deforested
column_name,ISRaD,profile,pro_water_body,water_body_type
column_name,ISRaD,profile,pro_water_body_name,water_body_name
column_name,ISRaD,flux,entry_name,dataset_name
column_name,ISRaD,flux,site_name,site_name
column_name,ISRaD,flux,plot_name,plot_name
column_name,ISRaD,flux,pro_name,profile_name
column_name,ISRaD,flux,flx_name,flux_name
column_name,ISRaD,flux,flx_lat,latitude
column_name,ISRaD,flux,flx_long,longitude
column_name,ISRaD,flux,flx_obs_date_y,observation_date
column_name,ISRaD,flux,flx_obs_date_m,observation_date
column_name,ISRaD,flux,flx_obs_date_d,observation_date
column_name,ISRaD,flux,flx_notes,flx_notes
column_name,ISRaD,flux,flx_pathway,flx_pathway
column_name,ISRaD,flux,flx_pathway_note,flx_pathway_note
column_name,ISRaD,flux,flx_analyte,analyte
column_name,ISRaD,flux,flx_ecosystem_component,flx_ecosystem_component
column_name,ISRaD,flux,flx_method,flx_method
column_name,ISRaD,flux,flx_method_note,flx_method_note
column_name,ISRaD,flux,flx_storage_method,flx_storage_method
column_name,ISRaD,flux,flx_duration,flx_duration
column_name,ISRaD,flux,flx_keeling_plot,flx_keeling_plot
column_name,ISRaD,flux,flx_atm_correction,flx_atm_correction
column_name,ISRaD,flux,flx_source_temp,source_temp
column_name,ISRaD,flux,flx_source_O2,source_O2
column_name,ISRaD,flux,flx_source_H2O,source_H2O
column_name,ISRaD,flux,flx_rate,flx_rate
column_name,ISRaD,flux,flx_rate_sd,flx_rate_sd
column_name,ISRaD,flux,flx_rate_units,flx_rate_units
column_name,ISRaD,flux,flx_analyte_conc,analyte_conc
column_name,ISRaD,flux,flx_discharge_rate,discharge_rate
column_name,ISRaD,flux,flx_aquatic_ph,aquatic_ph
column_name,ISRaD,flux,flx_aquatic_cond,aquatic_conductivity
column_name,ISRaD,flux,flx_13c,13c
column_name,ISRaD,flux,flx_13c_sd,13c
column_name,ISRaD,flux,flx_18o,18o
column_name,ISRaD,flux,flx_2h,2h
column_name,ISRaD,flux,flx_rc_lab,rc_lab
column_name,ISRaD,flux,flx_rc_lab_number,rc_lab
column_name,ISRaD,flux,flx_rc_year,rc_year
column_name,ISRaD,flux,flx_14c,14c
column_name,ISRaD,flux,flx_14c_sigma,14c
column_name,ISRaD,flux,flx_14c_sd,14c
column_name,ISRaD,flux,flx_fraction_modern,fraction_modern
column_name,ISRaD,flux,flx_fraction_modern_sigma,fraction_modern
column_name,ISRaD,flux,flx_fraction_modern_sd,fraction_modern
column_name,ISRaD,layer,entry_name,dataset_name
column_name,ISRaD,layer,site_name,site_name
column_name,ISRaD,layer,pro_name,profile_name
column_name,ISRaD,layer,lyr_name,layer_name
column_name,ISRaD,layer,lyr_obs_date_y,observation_date
column_name,ISRaD,layer,lyr_obs_date_m,observation_date
column_name,ISRaD,layer,lyr_obs_date_d,observation_date
column_name,ISRaD,layer,lyr_all_org_neg,all_org_neg
column_name,ISRaD,layer,lyr_top,layer_top
column_name,ISRaD,layer,lyr_bot,layer_bot
column_name,ISRaD,layer,lyr_hzn,soil_horizon
column_name,ISRaD,layer,lyr_comp,composite
column_name,ISRaD,layer,lyr_igsn,international_geo_sample_number
column_name,ISRaD,layer,lyr_note,layer_note
column_name,ISRaD,layer,lyr_color,color
column_name,ISRaD,layer,lyr_color_dry,color_dry
column_name,ISRaD,layer,lyr_burn_ev,burn_evidence
column_name,ISRaD,layer,lyr_bd_samp,bulk_density_sample
column_name,ISRaD,layer,lyr_bd_tot,bulk_density_total
column_name,ISRaD,layer,lyr_bd_notes,bd_notes
column_name,ISRaD,layer,lyr_sand_tot_psa,sand
column_name,ISRaD,layer,lyr_silt_tot_psa,silt
column_name,ISRaD,layer,lyr_clay_tot_psa,clay
column_name,ISRaD,layer,lyr_coarse_tot,coarse_fraction
column_name,ISRaD,layer,lyr_coarse_size_thresh,coarse_size_thresh
column_name,ISRaD,layer,lyr_coarse_density,coarse_density
column_name,ISRaD,layer,lyr_texture_class,soil_texture_class
column_name,ISRaD,layer,lyr_bet_surface_area,bet_surface_area
column_name,ISRaD,layer,lyr_ph_cacl,pH_cacl
column_name,ISRaD,layer,lyr_ph_h2o,pH_h2o
column_name,ISRaD,layer,lyr_ph,pH
column_name,ISRaD,layer,lyr_ph_method,pH
column_name,ISRaD,layer,lyr_cat_exch,cation_exchange_capacity
column_name,ISRaD,layer,lyr_base_sum,base_sum
column_name,ISRaD,layer,lyr_cec_sum,exchangeable_cations_sum
column_name,ISRaD,layer,lyr_ca_exch,calcium_ extractable
column_name,ISRaD,layer,lyr_na_exch,sodium_ extractable
column_name,ISRaD,layer,lyr_mg_exch,magnesium_extractable
column_name,ISRaD,layer,lyr_k_exch,potassium_extractable
column_name,ISRaD,layer,lyr_ecec,effective_cation_exchange_capacity
column_name,ISRaD,layer,lyr_bs,base_saturation
column_name,ISRaD,layer,lyr_c_inorg,carbon_inorganic
column_name,ISRaD,layer,lyr_c_org,carbon_organic
column_name,ISRaD,layer,lyr_c_tot,total_carbon
column_name,ISRaD,layer,lyr_soc,soil_organic_carbon
column_name,ISRaD,layer,lyr_soc_sigma,soil_organic_carbon
column_name,ISRaD,layer,lyr_n_tot,nitrogen_total
column_name,ISRaD,layer,lyr_son,soil_organic_nitrogen
column_name,ISRaD,layer,lyr_c_to_n,carbon_to_nitrogen
column_name,ISRaD,layer,lyr_loi,loi
column_name,ISRaD,layer,lyr_ha_fa,ha_fa
column_name,ISRaD,layer,lyr_15n,15n
column_name,ISRaD,layer,lyr_13c,13c
column_name,ISRaD,layer,lyr_rc_lab,rc_lab
column_name,ISRaD,layer,lyr_rc_lab_number,rc_lab
column_name,ISRaD,layer,lyr_rc_year,rc_year
column_name,ISRaD,layer,lyr_14c,14c
column_name,ISRaD,layer,lyr_14c_sigma,14c
column_name,ISRaD,layer,lyr_14c_sd,14c
column_name,ISRaD,layer,lyr_fraction_modern,fraction_modern
column_name,ISRaD,layer,lyr_fraction_modern_sigma,fraction_modern
column_name,ISRaD,layer,lyr_fraction_modern_sd,fraction_modern
column_name,ISRaD,layer,lyr_mbc_method,mbc_method
column_name,ISRaD,layer,lyr_raw_mbc,raw_mbc
column_name,ISRaD,layer,lyr_reported_mbc,reported_mbc
column_name,ISRaD,layer,lyr_p_ext,phosphorus_extractable
column_name,ISRaD,layer,lyr_p_units,phosphorus_units
column_name,ISRaD,layer,lyr_p_method,phosphorus_method
column_name,ISRaD,layer,lyr_p_tot,phosphorus_total
column_name,ISRaD,layer,lyr_p_stock,phosphorus_stock
column_name,ISRaD,layer,lyr_fe_py,iron_pyrophosphate
column_name,ISRaD,layer,lyr_al_py,aluminum_pyrophosphate
column_name,ISRaD,layer,lyr_fe_al_py,iron_alumium_pyrophosphate
column_name,ISRaD,layer,lyr_si_py,silicon_pyrophosphate
column_name,ISRaD,layer,lyr_c_py,carbon_pyrophosphate
column_name,ISRaD,layer,lyr_py_notes,pyrophosphate_notes
column_name,ISRaD,layer,lyr_fe_ox,iron_oxalate
column_name,ISRaD,layer,lyr_al_ox,aluminum_oxalate
column_name,ISRaD,layer,lyr_si_ox,silicon_oxalate
column_name,ISRaD,layer,lyr_c_ox,carbon_oxalate
column_name,ISRaD,layer,lyr_noncrystalline_ox,noncrystalline_oxalate
column_name,ISRaD,layer,lyr_ox_notes,oxalate_notes
column_name,ISRaD,layer,lyr_fe_hy,iron_hydroxylamine
column_name,ISRaD,layer,lyr_al_hy,aluminum_ hydroxylamine
column_name,ISRaD,layer,lyr_si_hy,silicon_ hydroxylamine
column_name,ISRaD,layer,lyr_c_hy,carbon_hydroxylamine
column_name,ISRaD,layer,lyr_hy_notes,hydroxylamine_notes
column_name,ISRaD,layer,lyr_fe_dith,iron_dithionate
column_name,ISRaD,layer,lyr_al_dith,aluminum_dithionate
column_name,ISRaD,layer,lyr_si_dith,silicon_dithionate
column_name,ISRaD,layer,lyr_dith_notes,dithionate_notes
column_name,ISRaD,layer,lyr_quartz,quartz
column_name,ISRaD,layer,lyr_alkali_feldspar,alkali_feldspar
column_name,ISRaD,layer,lyr_plag_feldspar,plagioclase_feldspar
column_name,ISRaD,layer,lyr_mica_chlorite,mica_chlorite
column_name,ISRaD,layer,lyr_amphibole,amphibole
column_name,ISRaD,layer,lyr_pyroxine,pyroxine
column_name,ISRaD,layer,lyr_olivine,olivine
column_name,ISRaD,layer,lyr_volc_glass,volcanic_glass
column_name,ISRaD,layer,lyr_kaol_halloy,kaolinite_halloysite
column_name,ISRaD,layer,lyr_smect_vermic,smectite_vermincullite
column_name,ISRaD,layer,lyr_gibbsite,gibbsite
column_name,ISRaD,layer,lyr_fe_oxides,iron_oxides
column_name,ISRaD,layer,lyr_imog_alloph,imogolite_allophane
column_name,ISRaD,layer,lyr_ferrihydrite,ferrihydrite
column_name,ISRaD,layer,lyr_calcite_dolomite,calcite_dolomite
column_name,ISRaD,layer,lyr_zeolite,zeolite
column_name,ISRaD,layer,lyr_bd_samp_fill_extra,bd_samp_fill_extra
column_name,ISRaD,layer,lyr_c_org_fill_extra,c_org_fill_extra
column_name,ISRaD,layer,lyr_soc_fill_extra,soc_fill_extra
column_name,ISRaD,layer,lyr_14c_fill_extra,14c_fill_extra
column_name,ISRaD,layer,lyr_fill_notes_extra,fill_notes_extra
column_name,ISRaD,fraction,entry_name,dataset_name
column_name,ISRaD,fraction,site_name,site_name
column_name,ISRaD,fraction,pro_name,profile_name
column_name,ISRaD,fraction,lyr_name,layer_name
column_name,ISRaD,fraction,frc_name,fraction_name
column_name,ISRaD,fraction,frc_input,fraction_input
column_name,ISRaD,fraction,frc_property,fraction_property
column_name,ISRaD,fraction,frc_scheme,fraction_scheme
column_name,ISRaD,fraction,frc_scheme_units,fraction_scheme_units
column_name,ISRaD,fraction,frc_lower,fraction_lower
column_name,ISRaD,fraction,frc_upper,fraction_upper
column_name,ISRaD,fraction,frc_agent,fraction_agent
column_name,ISRaD,fraction,frc_scheme_conc,scheme_conc
column_name,ISRaD,fraction,frc_comp,composite
column_name,ISRaD,fraction,frc_note,fraction_note
column_name,ISRaD,fraction,frc_mass_perc,fraction_mass_perc
column_name,ISRaD,fraction,frc_obs_date_y,observation_date
column_name,ISRaD,fraction,frc_obs_date_m,observation_date
column_name,ISRaD,fraction,frc_obs_date_d,observation_date
column_name,ISRaD,fraction,frc_bet_surface_area,bet_surface_area
column_name,ISRaD,fraction,frc_c_perc,fraction_c_perc
column_name,ISRaD,fraction,frc_c_tot,total_carbon
column_name,ISRaD,fraction,frc_c_org,carbon_organic
column_name,ISRaD,fraction,frc_c_inorg,carbon_inorganic
column_name,ISRaD,fraction,frc_n_tot,nitrogen_total
column_name,ISRaD,fraction,frc_c_to_n,carbon_to_nitrogen
column_name,ISRaD,fraction,frc_15n,15n
column_name,ISRaD,fraction,frc_13c,13c
column_name,ISRaD,fraction,frc_rc_lab,rc_lab
column_name,ISRaD,fraction,frc_rc_lab_number,rc_lab
column_name,ISRaD,fraction,frc_rc_year,rc_year
column_name,ISRaD,fraction,frc_14c,14c
column_name,ISRaD,fraction,frc_14c_sigma,14c
column_name,ISRaD,fraction,frc_14c_sd,14c
column_name,ISRaD,fraction,frc_fraction_modern,fraction_modern
column_name,ISRaD,fraction,frc_fraction_modern_sigma,fraction_modern
column_name,ISRaD,fraction,frc_fraction_modern_sd,fraction_modern
column_name,ISRaD,fraction,frc_mbc_method,mbc_method
column_name,ISRaD,fraction,frc_raw_mbc,raw_mbc
column_name,ISRaD,fraction,frc_reported_mbc,reported_mbc
column_name,ISRaD,fraction,frc_fe_py,iron_pyrophosphate
column_name,ISRaD,fraction,frc_al_py,aluminum_pyrophosphate
column_name,ISRaD,fraction,frc_fe_al_py,iron_alumium_pyrophosphate
column_name,ISRaD,fraction,frc_si_py,silicon_pyrophosphate
column_name,ISRaD,fraction,frc_c_py,carbon_pyrophosphate
column_name,ISRaD,fraction,frc_py_notes,pyrophosphate_notes
column_name,ISRaD,fraction,frc_fe_ox,iron_oxalate
column_name,ISRaD,fraction,frc_al_ox,aluminum_oxalate
column_name,ISRaD,fraction,frc_si_ox,silicon_oxalate
column_name,ISRaD,fraction,frc_c_ox,carbon_oxalate
column_name,ISRaD,fraction,frc_noncrystalline_ox,noncrystalline_oxalate
column_name,ISRaD,fraction,frc_ox_notes,oxalate_notes
column_name,ISRaD,fraction,frc_fe_hy,iron_hydroxylamine
column_name,ISRaD,fraction,frc_al_hy,aluminum_ hydroxylamine
column_name,ISRaD,fraction,frc_si_hy,silicon_ hydroxylamine
column_name,ISRaD,fraction,frc_c_hy,carbon_hydroxylamine
column_name,ISRaD,fraction,frc_hy_notes,hydroxylamine_notes
column_name,ISRaD,fraction,frc_fe_dith,iron_dithionate
column_name,ISRaD,fraction,frc_al_dith,aluminum_dithionate
column_name,ISRaD,fraction,frc_si_dith,silicon_dithionate
column_name,ISRaD,fraction,frc_quartz,quartz
column_name,ISRaD,fraction,frc_alkali_feldspar,alkali_feldspar
column_name,ISRaD,fraction,frc_plag_feldspar,plagioclase_feldspar
column_name,ISRaD,fraction,frc_mica_chlorite,mica_chlorite
column_name,ISRaD,fraction,frc_amphibole,amphibole
column_name,ISRaD,fraction,frc_pyroxine,pyroxine
column_name,ISRaD,fraction,frc_olivine,olivine
column_name,ISRaD,fraction,frc_volc_glass,volcanic_glass
column_name,ISRaD,fraction,frc_kaol_halloy,kaolinite_halloysite
column_name,ISRaD,fraction,frc_smect_vermic,smectite_vermincullite
column_name,ISRaD,fraction,frc_gibbsite,gibbsite
column_name,ISRaD,fraction,frc_fe_oxides,iron_oxides
column_name,ISRaD,fraction,frc_imog_alloph,imogolite_allophane
column_name,ISRaD,fraction,frc_ferrihydrite,ferrihydrite
column_name,ISRaD,fraction,frc_zeolite,zeolite
column_name,ISRaD,incubation,entry_name,dataset_name
column_name,ISRaD,incubation,site_name,site_name
column_name,ISRaD,incubation,pro_name,profile_name
column_name,ISRaD,incubation,lyr_name,layer_name
column_name,ISRaD,incubation,frc_name,fraction_name
column_name,ISRaD,incubation,inc_name,incubation_name
column_name,ISRaD,incubation,inc_type,incubation_type
column_name,ISRaD,incubation,inc_note,incubation_note
column_name,ISRaD,incubation,inc_obs_date_y,observation_date
column_name,ISRaD,incubation,inc_obs_date_m,observation_date
column_name,ISRaD,incubation,inc_obs_date_d,observation_date
column_name,ISRaD,incubation,inc_duration,treatment_duration
column_name,ISRaD,incubation,inc_duration_type,duration_type
column_name,ISRaD,incubation,inc_anaerobic,anaerobic
column_name,ISRaD,incubation,inc_analyte,analyte
column_name,ISRaD,incubation,inc_temp,temperature
column_name,ISRaD,incubation,inc_moisture_type,moisture_type
column_name,ISRaD,incubation,inc_moisture,moisture
column_name,ISRaD,incubation,inc_moisture_units,moisture_units
column_name,ISRaD,incubation,inc_C_respired,C_respired
column_name,ISRaD,incubation,inc_flux,flux_rate
column_name,ISRaD,incubation,inc_flux_units,flux_rate_units
column_name,ISRaD,incubation,inc_13c,13c
column_name,ISRaD,incubation,inc_13c_sd,13c
column_name,ISRaD,incubation,inc_rc_lab,rc_lab
column_name,ISRaD,incubation,inc_rc_lab_number,rc_lab
column_name,ISRaD,incubation,inc_rc_year,rc_year
column_name,ISRaD,incubation,inc_14c,14c
column_name,ISRaD,incubation,inc_14c_sigma,14c
column_name,ISRaD,incubation,inc_14c_sd,14c
column_name,ISRaD,incubation,inc_fraction_modern,fraction_modern
column_name,ISRaD,incubation,inc_fraction_modern_sigma,fraction_modern
column_name,ISRaD,incubation,inc_fraction_modern_sd,fraction_modern
column_name,ISCNTemplate,metadata,curator_name,curator_name
column_name,ISCNTemplate,metadata,curator_organization,curator_organization
column_name,ISCNTemplate,metadata,curator_email,curator_email
column_name,ISCNTemplate,metadata,modification_date,modification_date
column_name,ISCNTemplate,metadata,contact_name,contact_name
column_name,ISCNTemplate,metadata,contact_email,contact_email
column_name,ISCNTemplate,metadata,dataset_name,dataset_name
column_name,ISCNTemplate,metadata,dataset_description,dataset_description
column_name,ISCNTemplate,metadata,reference,reference
column_name,ISCNTemplate,metadata,citation,citation
column_name,ISCNTemplate,metadata,citation_usage,citation_usage
column_name,ISCNTemplate,metadata,acknowledgement,acknowledgement
column_name,ISCNTemplate,metadata,acknowledgement_usage,acknowledgement_usage
column_name,ISCNTemplate,metadata,c_est_method,carbon_estimation
column_name,ISCNTemplate,metadata,c_est_note,carbon_estimation
column_name,ISCNTemplate,metadata,lab_method,lab_method
column_name,ISCNTemplate,metadata,metadata_general,metadata_general
column_name,ISCNTemplate,metadata,missdata_param,missdata_param
column_name,ISCNTemplate,metadata,resample,resample
column_name,ISCNTemplate,metadata,funding_organization,funding_agency
column_name,ISCNTemplate,site,site_name,site_name
column_name,ISCNTemplate,site,site_note,site_description
column_name,ISCNTemplate,site,country,country
column_name,ISCNTemplate,site,province,province
column_name,ISCNTemplate,site,state,state
column_name,ISCNTemplate,site,county,county
column_name,ISCNTemplate,site,lat,latitude
column_name,ISCNTemplate,site,long,longitude
column_name,ISCNTemplate,site,datum,datum
column_name,ISCNTemplate,site,location_acc,location_accuracy
column_name,ISCNTemplate,site,elevation,elevation
column_name,ISCNTemplate,site,vegclass_nat,vegetation_class
column_name,ISCNTemplate,site,vegclass,vegetation_class
column_name,ISCNTemplate,site,vegclass_local,vegetation_class
column_name,ISCNTemplate,site,vegclass_local_type,vegetation_class
column_name,ISCNTemplate,site,veg_note,vegetation_class
column_name,ISCNTemplate,site,landscape,landscape
column_name,ISCNTemplate,site,landform,landform
column_name,ISCNTemplate,site,2d_position,2d_position
column_name,ISCNTemplate,site,landform_note,landform
column_name,ISCNTemplate,site,parent,parent
column_name,ISCNTemplate,site,aspect_deg,aspect_degree
column_name,ISCNTemplate,site,aspect_cl,aspect_class
column_name,ISCNTemplate,site,slope,slope
column_name,ISCNTemplate,site,stand_age,max_stand_age
column_name,ISCNTemplate,site,stand_maturity,stand_maturity
column_name,ISCNTemplate,site,successional_status,successional_status
column_name,ISCNTemplate,site,drainagecl,drainage_class
column_name,ISCNTemplate,site,depth_water,depth_water
column_name,ISCNTemplate,site,thaw_depth_site,depth_site_thaw
column_name,ISCNTemplate,site,bedrock_depth,depth_bedrock
column_name,ISCNTemplate,site,climate_station,climate_station
column_name,ISCNTemplate,site,ffdays,frost_free_days
column_name,ISCNTemplate,site,flood_freq,flood_frequency
column_name,ISCNTemplate,site,geo_form,geologic_formation
column_name,ISCNTemplate,site,map,mean_annual_precipitation
column_name,ISCNTemplate,site,mat,mean_annual_temperature
column_name,ISCNTemplate,site,mast,mean_annual_soil_temperature
column_name,ISCNTemplate,site,pond_freq,ponding_frequency
column_name,ISCNTemplate,site,runoff,runoff
column_name,ISCNTemplate,site,site_perm,site_permeability
column_name,ISCNTemplate,site,water_table_duration,water_table_duration
column_name,ISCNTemplate,site,cflux_note,carbon_flux_note
column_name,ISCNTemplate,site,climate_note,climate_note
column_name,ISCNTemplate,site,eco_note,ecoregion_note
column_name,ISCNTemplate,site,photo_note,photo_note
column_name,ISCNTemplate,site,soiltemp_note,soil_temperature_note
column_name,ISCNTemplate,site,add_note,additional_notes
column_name,ISCNTemplate,site,soc,soil_organic_carbon
column_name,ISCNTemplate,site,soc_type,soil_type
column_name,ISCNTemplate,site,soc_pcount,soil_organic_carbon_count
column_name,ISCNTemplate,site,soc_depth,soil_organic_carbon_depth
column_name,ISCNTemplate,site,soc_sigma,soil_organic_carbon
column_name,ISCNTemplate,site,soc_method,soil_organic_carbon
column_name,ISCNTemplate,cluster,cluster_name,cluster_name
column_name,ISCNTemplate,cluster,cluster_note,cluster_note
column_name,ISCNTemplate,profile,site_name,site_name
column_name,ISCNTemplate,profile,cluster_name,cluster_name
column_name,ISCNTemplate,profile,profile_name,profile_name
column_name,ISCNTemplate,profile,profile_note,profile_note
column_name,ISCNTemplate,profile,layer_method,layer_method
column_name,ISCNTemplate,profile,profile_method,profile_method
column_name,ISCNTemplate,profile,observation_date,observation_date
column_name,ISCNTemplate,profile,observation_date_acc,observation_date
column_name,ISCNTemplate,profile,transect_flag,transect_flag
column_name,ISCNTemplate,profile,surface_veg,surface_vegetation
column_name,ISCNTemplate,profile,soil_taxon,soil_taxon
column_name,ISCNTemplate,profile,soil_series,soil_series
column_name,ISCNTemplate,profile,add_taxon_flag,add_taxon_flag
column_name,ISCNTemplate,profile,thaw_depth_profile,thaw_depth_profile
column_name,ISCNTemplate,profile,sampler_names,sampler_names
column_name,ISCNTemplate,profile,soc,soil_organic_carbon
column_name,ISCNTemplate,profile,soc_type,soil_type
column_name,ISCNTemplate,profile,soc_depth,soil_organic_carbon_depth
column_name,ISCNTemplate,profile,soc_method,soil_organic_carbon
column_name,ISCNTemplate,profile,soc_sigma,soil_organic_carbon
column_name,ISCNTemplate,profile,soc_lcount,soil_organic_carbon_count
column_name,ISCNTemplate,layer,site_name,site_name
column_name,ISCNTemplate,layer,cluster_name,cluster_name
column_name,ISCNTemplate,layer,profile_name,profile_name
column_name,ISCNTemplate,layer,layer_name,layer_name
column_name,ISCNTemplate,layer,layer_number,layer_number
column_name,ISCNTemplate,layer,labeled_addition,labeled_addition
column_name,ISCNTemplate,layer,layer_top,depth_top
column_name,ISCNTemplate,layer,layer_bot,depth_bottom
column_name,ISCNTemplate,layer,hzn_desgn,horizon_designation
column_name,ISCNTemplate,layer,hzn_desgn_other,horizon_designation_other
column_name,ISCNTemplate,layer,hzn_desgn_other_note,horizon_designation_other
column_name,ISCNTemplate,layer,layer_note,layer_note
column_name,ISCNTemplate,layer,c_method,soil_organic_carbon
column_name,ISCNTemplate,layer,c_method,total_carbon
column_name,ISCNTemplate,layer,color,color
column_name,ISCNTemplate,layer,burn_ev,burn_evidence
column_name,ISCNTemplate,layer,bd_method,bulk_density
column_name,ISCNTemplate,layer,bd_samp,bulk_density
column_name,ISCNTemplate,layer,bd_tot,bulk_density
column_name,ISCNTemplate,layer,bd_whole,bulk_density
column_name,ISCNTemplate,layer,bd_other,bulk_density
column_name,ISCNTemplate,layer,ph_method,ph
column_name,ISCNTemplate,layer,ph_cacl,ph
column_name,ISCNTemplate,layer,ph_h2o,ph
column_name,ISCNTemplate,layer,ph_other,ph
column_name,ISCNTemplate,layer,caco3,caco3
column_name,ISCNTemplate,layer,sand_tot_psa,sand
column_name,ISCNTemplate,layer,silt_tot_psa,silt
column_name,ISCNTemplate,layer,clay_tot_psa,clay
column_name,ISCNTemplate,layer,wpg2_method,coarse_fraction
column_name,ISCNTemplate,layer,wpg2,coarse_fraction
column_name,ISCNTemplate,layer,cat_exch,cation_exchange_capacity
column_name,ISCNTemplate,layer,gwc,gravimetric_water_content
column_name,ISCNTemplate,layer,vwc,volumetric_water_content
column_name,ISCNTemplate,layer,soc,soil_organic_carbon
column_name,ISCNTemplate,layer,soc_type,soil_type
column_name,ISCNTemplate,layer,soc_sigma,soil_organic_carbon
column_name,ISCNTemplate,layer,soc_method,soil_organic_carbon
