Dataset_ID,Table,Info_type,Info,Variable ,Type,Questions?,,,,,,,,,,,,,,,,,,,,
vanGestel,soc,column,duration,treatment_duration,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,soc,entry,months,treatment_duration,unit,,,,,,,,,,,,,,,,,,,,,
vanGestel,soc,column,remove,remove,value_string,,,,,,,,,,,,,,,,,,,,,
vanGestel,soc,column,multi.year,multiyear,value_string,,,,,,,,,,,,,,,,,,,,,
vanGestel,soc,column,control.mean,control_mean,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,soc,column,control.se,control_standard_error,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,soc,column,control.n,control_size,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,soc,column,trt.mean,treatment_mean,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,soc,column,trt.se,treatment_standard_error,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,soc,column,trt.n,treatment_size,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,soc,column,unit,unit,unit,,,,,,,,,,,,,,,,,,,,,
vanGestel,soc,column,variable,variable,value_string,,,,,,,,,,,,,,,,,,,,,
vanGestel,soc,column,soil.horizon,soil_horizon,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,soc,entry,,soil_horizon,unit,? not sure the unit for soil horizon,,,,,,,,,,,,,,,,,,,,
vanGestel,soc,column,bulk.density,input,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,soc,entry,g/mL,bulk_density,unit,,,,,,,,,,,,,,,,,,,,,
vanGestel,soc,column,source,source,value_string,,,,,,,,,,,,,,,,,,,,,
vanGestel,soc,column,notes,notes,value_string,,,,,,,,,,,,,,,,,,,,,
vanGestel,soc,column,reference,reference,value_string,,,,,,,,,,,,,,,,,,,,,
vanGestel,bd_calculation,column,site.id,site_name,id,,,,,,,,,,,,,,,,,,,,,
vanGestel,bd_calculation,column,percent.som,percent_soil_organic_matter,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,bd_calculation,entry,percent,percent_soil_organic_matter,unit,,,,,,,,,,,,,,,,,,,,,
vanGestel,bd_calculation,column,bd,bulk_density,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,bd_calculation,entry,g/mL,bulk_density,unit,,,,,,,,,,,,,,,,,,,,,
vanGestel,bd_calculation,column,soil.horizon,soil_horizon,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,bd_calculation,entry,,soil_horizon,unit,? not sure the unit for soil horizon,,,,,,,,,,,,,,,,,,,,
vanGestel,bd_calculation,column,notes,notes,method,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,site.id,site_name,id,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,trt,treatment_type,method,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,technique,technique,method,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,season,season,value_string,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,trt.size.bg,treatment_size_below_ground,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,soilT.depth,depth_soil_temperature,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,entry,cm,depth_soil_temperature,unit,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,trt.size.abg,treatment_size_above_ground,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,trt.size.units,treatment_size_units,unit,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,species,vegetation_species,value_string,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,start.date,treatment_duration_start,value_date,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,measurement.date,measurement_date,value_date,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,duration,treatment_duration,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,entry,months,treatment_duration,unit,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,remove,remove,value_string,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,multi.year,multiyear,value_string,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,control.mean,control_mean,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,control.se,control_standard_error,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,control.n,control_size,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,trt.mean,treatment_mean,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,trt.se,treatment_standard_error,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,trt.n,treatment_size,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,unit,unit,unit,"what do I call the ""unit"" variable under the type column",,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,variable,variable,value_string,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,soil.horizon,soil_horizon,value_num,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,entry,,soil_horizon,unit,? not sure the unit for soil horizon,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,source,source,value_string,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,notes,notes,method,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,reference,reference,value_string,,,,,,,,,,,,,,,,,,,,,
vanGestel,plant,column,input,input,method,?,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,entry_name,dataset_name,id,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,site_name,site_name,id,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,pro_name,profile_name,id,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_name,interstitial_name,id,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_obs_date_y,observation_date,value_date,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,entry,yyyy,observation_date,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_obs_date_m,observation_date,value_date,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,entry,mm,observation_date,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_obs_date_d,observation_date,value_date,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,entry,dd,observation_date,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_all_org_neg,all_org_neg,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_depth,depth,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,entry,cm,depth,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_notes,interstitial_notes,method,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_phase,interstitial_phase,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_analyte,analyte,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_method,interstitial_sampling_method,method,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_storage_method,interstitial_sample_storage_method,method,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_time_dur,time_dur,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,entry,days,time_dur,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_temp,temperature,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,entry,celsius,temperature,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_source_O2,source_O2,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,entry,% O2,source_O2,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_source_H2O,source_H2O,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,entry,% H2O,source_H2O,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_concentration,concentration,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,entry,ist_concentration_units,concentration_units,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_13c,13c,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,entry,permille,13c,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_13c_sd,13c,standard_deviation,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_18o,18o,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,entry,permille,18o,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_2h,2h,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,entry,permille,2h,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_rc_lab,rc_lab,method,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_rc_lab_number,rc_lab_number,method,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_rc_year,rc_year,method,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,entry,year,rc_year,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_14c,14c,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,entry,permille,14c,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_14c_sigma,14c,sigma,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,entry,permille,14c,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_14c_sd,14c,standard_deviation,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,entry,permille,14c,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_fraction_modern,fraction_modern,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,entry,proportion,fraction_modern,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_fraction_modern_sigma,fraction_modern,sigma,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,entry,numeric,fraction_modern,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,column,ist_fraction_modern_sd,fraction_modern,standard_deviation,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,entry,proportion,fraction_modern_standard_deviation,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,column,entry_name,entry_name,id,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,column,doi,doi,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,column,compilation_doi,doi,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,column,curator_name,curator_name,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,column,curator_organization,curator_organization,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,column,curator_email,email,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,column,modification_date_y,modification_date,value_date,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,entry,yyyy,modification_date,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,column,modification_date_m,modification_date,value_date,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,entry,mm,modification_date,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,column,modification_date_d,modification_date,value_date,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,entry,dd,modification_date,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,column,contact_name,contact_name,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,column,contact_email,email,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,column,contact_orcid_id,contact_orcid_id,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,entry,ORCID #,contact_orcid_id,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,column,bibliographical_reference,citation,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,column,metadata_note,metadata_note,method,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,column,associated_datasets,associated_datasets,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,column,template_version,template_version,value_date,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,entry,yyyymmddhh,template_version,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,site,column,entry_name,dataset_name,id,,,,,,,,,,,,,,,,,,,,,
ISRaD,site,column,site_name,site_name,id,,,,,,,,,,,,,,,,,,,,,
ISRaD,site,column,site_lat,latitude,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,site,entry,dec. deg,latitude,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,site,column,site_long,longitude,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,site,entry,dec. deg,longitude,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,site,column,site_datum,datum,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,site,column,site_elevation,elevation,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,site,entry,m,elevation,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,site,column,site_note,site_description,method,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,entry_name,dataset_name,id,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,site_name,site_name,id,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,plot_name,plot_name,id,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_name,profile_name,id,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_note,profile_note,method,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_lat,latitude,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,entry,dec. deg,latitude,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_long,longitude,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,entry,dec. deg,longitude,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_elevation,elevation,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,entry,m,elevation,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_treatment,treatment ,method,?value_string,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_treatment_note,treatment_note,method,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_comp,composite,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_reps,replicate,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,entry,positive integer,replicate,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_MAT,mean_annual_temperature,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,entry,˚C,mean_annual_temperature,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_MAP,mean_annual_precipitation,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,entry,mm yr-1,mean_annual_precipitation,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_peatland,peatland,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_usda_soil_order,usda_soil_order,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_soil_series,soil_series,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_soil_taxon,soil_taxonomy,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_soil_taxon_sys,soil_taxonomy,method,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_chrono_name,chronosequence_name,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_soil_age,soil_age,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,entry,Ky,soil_age,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_soil_age_note,soil_age_note,method,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_MAST,mean_annual_soil_temperature,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,entry,˚C,mean_annual_soil_temperature,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_MASWC,mean_annual_water_content,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,entry,% WHC,mean_annual_water_content,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_land_cover,land_cover,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_lc_phenology,land_cover_phenology,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_lc_leaf_type,land_cover_morphology,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_lc_photosyn_path,land_cover_photosynthetic_pathway,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_veg_note,vegetation_note,method,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_NPP,NPP,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,entry,g C m-2 yr-1,NPP,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_bedrock_depth,bedrock_depth,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,entry,cm,bedrock_depth,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_complete,complete_profile,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_depth_water,water_table_depth,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,entry,cm,water_table_depth,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_thaw_depth,thaw_depth,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,entry,cm,thaw_depth,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_parent_material,parent_material,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_parent_chem,parent_chemistry,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_parent_material_notes,parent_material,method,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_2d_position,position_2d,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_aspect,aspect_class,value_factor,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,entry,direction,aspect_class,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_aspect_deg,aspect_degree,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,entry,degree,aspect_degree,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_slope,slope,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,entry,%,slope,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_slope_shape,slope_shape,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_drainage_class,drainage_class,value_factor,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_soc,soil_organic_carbon,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,entry,g cm-2,soil_organic_carbon,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_soc_sigma,soil_organic_carbon,sigma,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,entry,g cm-2,soil_organic_carbon,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_soc_depth,depth_mean,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,entry,cm,depth_mean,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_catchment_area,catchment_area,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,entry,km^2,catchment_area,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_permafrost,permafrost,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_thermokarst,thermokarst,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_deforested,deforested,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,entry,percent,deforested,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_water_body,water_body_type,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,column,pro_water_body_name,water_body_name,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,entry_name,dataset_name,id,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,site_name,site_name,id,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,plot_name,plot_name,id,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,pro_name,profile_name,id,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_name,flux_name,id,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_lat,latitude,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,dec. deg,latitude,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_long,longitude,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,dec. deg,longitude,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_obs_date_y,observation_date,value_date,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,yyyy,observation_date,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_obs_date_m,observation_date,value_date,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,mm,observation_date,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_obs_date_d,observation_date,value_date,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,dd,observation_date,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_notes,flx_notes,method,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_pathway,flx_pathway,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_pathway_note,flx_pathway_note,method,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_analyte,analyte,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_ecosystem_component,flx_ecosystem_component,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_method,flx_method,method,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_method_note,flx_method_note,method,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_storage_method,flx_storage_method,method,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_duration,flx_duration,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,numeric,flx_duration,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,flx_duration_units,flx_duration_units,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_keeling_plot,flx_keeling_plot,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_atm_correction,flx_atm_correction,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_source_temp,source_temp,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,deg. C,source_temp,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_source_O2,source_O2,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,% O2,source_O2,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_source_H2O,source_H2O,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,% H2O,source_H2O,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_rate,flx_rate,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,numeric,flx_rate,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_rate_sd,flx_rate_sd,standard_deviation,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,numeric,flx_rate_sd,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_rate_units,flx_rate_units,value_string,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_analyte_conc,analyte_conc,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,mgC/L,analyte_conc,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_discharge_rate,discharge_rate,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,m3/s,discharge_rate,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_aquatic_ph,aquatic_ph,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,ph,aquatic_ph,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_aquatic_cond,aquatic_conductivity,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,microS/cm,aquatic_conductivity,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_13c,13c,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,‰,13c,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_13c_sd,13c,standard_deviation,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,‰,13c,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_18o,18o,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,‰,18o,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_2h,2h,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,‰,2h,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_rc_lab,rc_lab,method,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_rc_lab_number,rc_lab_number,method,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_rc_year,rc_year,method,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,YYYY,rc_year,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_14c,14c,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,‰,14c,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_14c_sigma,14c,sigma,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,‰,14c,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_14c_sd,14c,standard_deviation,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,‰,14c,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_fraction_modern,fraction_modern,value_num,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,proportion,fraction_modern,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_fraction_modern_sigma,fraction_modern,sigma,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,numeric,fraction_modern,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,column,flx_fraction_modern_sd,fraction_modern,standard_deviation,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry,proportion,fraction_modern,unit,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,column,entry_name,dataset_name,id,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,column,site_name,site_name,id,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,column,pro_name,profile_name,id,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,column,lyr_name,layer_name,id,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,column,lyr_obs_date_y,observation_date,value_date,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,entry,yyyy,observation_date,unit,,,,,,,,,,,,,,,,,,,,,
